text,label
Security Bank Security: Your account is frozen. Reply with the OTP you received to unlock immediately.,1
Meralco: Your bill of ₱3516 is due on Feb 11. Please pay on time to avoid disconnection.,0
Investment chance! Double your money today. Join VIP group by paying ₱1338 via GCash.,1
BPI: Your payment of ₱1798 has been posted. Thank you.,0
You have unclaimed remittance of ₱17719. Send your OTP to receive the money.,1
Exclusive earnings opportunity! Pay ₱1382 to access secret trading group.,1
GCash Alert: We detected a problem sa account mo. Send your OTP now to avoid permanent lock.,1
BDO: Your OTP is 658284. Do NOT share this with anyone.,0
Company HR: Your interview is confirmed on Feb 18 at 2:00 PM.,0
PLDT: Payment received. Amount: ₱1580.,0
Meralco eBill: Statement ready. Amount due: ₱2022.,0
Meralco: Payment received. Amount: ₱1603.,0
Pag-IBIG: We received your housing loan application.,0
LBC: Your parcel is out for delivery today.,0
Lazada: Your package has arrived at our facility and will be delivered soon.,0
GCash: Payment received. Amount: ₱3869.,0
Investment chance! Double your money today. Join VIP group by paying ₱1032 via GCash.,1
Metrobank: Your OTP is 539884. Do NOT share this with anyone.,0
Security Alert: Suspicious login detected. Reply with the 6-digit code to secure your account.,1
Exclusive earnings opportunity! Pay ₱590 to access secret trading group.,1
Meralco eBill: Statement ready. Amount due: ₱2986.,0
"Clinic: Your appointment is scheduled on Feb 16, 10:00 AM.",0
Globe: Your bill of ₱52 is due on Feb 23. Please pay on time to avoid disconnection.,0
You qualify for DSWD ayuda worth ₱29318. Confirm by replying with your GCash OTP.,1
GCash: Do not share your OTP or MPIN with anyone. Official channels will never ask for it.,0
Investment chance! Double your money today. Join VIP group by paying ₱563 via GCash.,1
GCash: Your bill of ₱1661 is due on Feb 8. Please pay on time to avoid disconnection.,0
Your GCash reward is waiting. Enter the code you received to claim it now.,1
Company HR: Your interview is confirmed on Feb 25 at 2:00 PM.,0
Company HR: Your interview is confirmed on Feb 28 at 2:00 PM.,0
Exclusive earnings opportunity! Pay ₱121 to access secret trading group.,1
Converge: Temporary service interruption in your area. Our team is working to restore it.,0
Bank notice: We will deduct ₱899 if you fail to send your OTP for verification.,1
You can withdraw ₱26394 now. Send verification code to proceed.,1
Congrats! Your number won ₱31218. Send the 6-digit code you received to claim your prize.,1
"BDO: To confirm ownership, reply with PIN and OTP now.",1
Your PayPal account is restricted. Click http://verify-ph.com and enter your OTP to restore access.,1
Parcel held by customs. Pay ₱261 via GCash using this link: http://parcel-release-ph.com to release your package.,1
Customs: Your package is on hold. Pay clearance fee ₱549 through this link: http://verify-ph.com.,1
You can withdraw ₱48344 now. Send verification code to proceed.,1
Exclusive earnings opportunity! Pay ₱1310 to access secret trading group.,1
"Clinic: Your appointment is scheduled on Feb 19, 10:00 AM.",0
Globe: Load of ₱1069 successfully credited.,0
Security Bank: Your payment of ₱3240 has been posted. Thank you.,0
Company HR: Your interview is confirmed on Feb 17 at 2:00 PM.,0
GCash: Money sent ₱487 to Ana Lopez. Ref: A48293.,0
Globe: Payment received. Amount: ₱2913.,0
Company HR: Your interview is confirmed on Feb 21 at 2:00 PM.,0
BDO Security: Your account is frozen. Reply with the OTP you received to unlock immediately.,1
"GCash Reversal: To cancel unauthorized transaction, reply with the OTP you just received.",1
Your PayPal account is restricted. Click http://claim-reward-ph.com and enter your OTP to restore access.,1
Globe: Your bill of ₱3596 is due on Feb 28. Please pay on time to avoid disconnection.,0
GCash: Do not share your OTP or MPIN with anyone. Official channels will never ask for it.,0
Smart: Your promo is now active and valid until Feb 9.,0
You can withdraw ₱12057 now. Send verification code to proceed.,1
Customs: Your package is on hold. Pay clearance fee ₱948 through this link: http://verify-ph.com.,1
Shopee: Your order has been shipped. Tracking number: TRX9320.,0
GCash: Do not share your OTP or MPIN with anyone. Official channels will never ask for it.,0
School Advisory: No classes tomorrow due to weather conditions.,0
Facebook: Your account will be disabled. Verify now at http://verify-ph.com and provide your login code.,1
Shopee: Your order has been shipped. Tracking number: PKG2201.,0
GCash Alert: We detected a problem sa account mo. Send your OTP now to avoid permanent lock.,1
Customs: Your package is on hold. Pay clearance fee ₱389 through this link: http://secure-ph.com.,1
PhilHealth: Policy updates effective next month. Visit official site for details.,0
Exclusive earnings opportunity! Pay ₱840 to access secret trading group.,1
Meralco eBill: Statement ready. Amount due: ₱4112.,0
GCash Alert: We detected a problem sa account mo. Send your OTP now to avoid permanent lock.,1
Customs: Your package is on hold. Pay clearance fee ₱1140 through this link: http://claim-reward-ph.com.,1
Shopee: Your order has been shipped. Tracking number: TRX9320.,0
J&T Express: Rider is on the way. Please keep your phone active.,0
You can withdraw ₱3754 now. Send verification code to proceed.,1
Bank notice: We will deduct ₱1423 if you fail to send your OTP for verification.,1
GCash: Money sent ₱1434 to Maria Santos. Ref: INV8473.,0
GCash: Your bill of ₱3739 is due on Feb 7. Please pay on time to avoid disconnection.,0
Your SIM will be deactivated in 24 hours. Send the OTP now to keep your number active.,1
Smart: Your promo is now active and valid until Feb 15.,0
You qualify for DSWD ayuda worth ₱27811. Confirm by replying with your GCash OTP.,1
School Advisory: No classes tomorrow due to weather conditions.,0
J&T Express: Rider is on the way. Please keep your phone active.,0
Your PayPal account is restricted. Click http://verify-ph.com and enter your OTP to restore access.,1
Parcel held by customs. Pay ₱202 via GCash using this link: http://parcel-release-ph.com to release your package.,1
Facebook: Your account will be disabled. Verify now at http://verify-ph.com and provide your login code.,1
PLDT: Payment received. Amount: ₱3540.,0
PhilHealth: Policy updates effective next month. Visit official site for details.,0
Security Alert: Suspicious login detected. Reply with the 6-digit code to secure your account.,1
Smart: Your promo is now active and valid until Feb 11.,0
"BDO: To confirm ownership, reply with PIN and OTP now.",1
Facebook: Your account will be disabled. Verify now at http://secure-ph.com and provide your login code.,1
You qualify for DSWD ayuda worth ₱19110. Confirm by replying with your GCash OTP.,1
Facebook: Your account will be disabled. Verify now at http://secure-ph.com and provide your login code.,1
You have unclaimed remittance of ₱18066. Send your OTP to receive the money.,1
Congrats! Your number won ₱3944. Send the 6-digit code you received to claim your prize.,1
Exclusive earnings opportunity! Pay ₱728 to access secret trading group.,1
Shopee: Your order has been shipped. Tracking number: INV8473.,0
"Clinic: Your appointment is scheduled on Feb 25, 10:00 AM.",0
Customs: Your package is on hold. Pay clearance fee ₱681 through this link: http://verify-ph.com.,1
Security Alert: Suspicious login detected. Reply with the 6-digit code to secure your account.,1
Parcel held by customs. Pay ₱1402 via GCash using this link: http://parcel-release-ph.com to release your package.,1
BPI: Your payment of ₱2109 has been posted. Thank you.,0
Security Alert: Suspicious login detected. Reply with the 6-digit code to secure your account.,1
Facebook: Your account will be disabled. Verify now at http://parcel-release-ph.com and provide your login code.,1
Landbank: Your payment of ₱2168 has been posted. Thank you.,0
Investment chance! Double your money today. Join VIP group by paying ₱551 via GCash.,1
Security Bank: Your payment of ₱2936 has been posted. Thank you.,0
You can withdraw ₱20732 now. Send verification code to proceed.,1
Your PayPal account is restricted. Click http://secure-ph.com and enter your OTP to restore access.,1
You qualify for DSWD ayuda worth ₱24265. Confirm by replying with your GCash OTP.,1
Smart: Your promo is now active and valid until Feb 9.,0
Smart: Your promo is now active and valid until Feb 28.,0
"Clinic: Your appointment is scheduled on Feb 9, 10:00 AM.",0
Meralco: Temporary service interruption in your area. Our team is working to restore it.,0
School Advisory: No classes tomorrow due to weather conditions.,0
School Advisory: No classes tomorrow due to weather conditions.,0
GCash: Do not share your OTP or MPIN with anyone. Official channels will never ask for it.,0
"Clinic: Your appointment is scheduled on Feb 9, 10:00 AM.",0
Pag-IBIG: We received your housing loan application.,0
LBC: Your parcel is out for delivery today.,0
Bank Reminder: Please update your contact information at the nearest branch.,0
Customs: Your package is on hold. Pay clearance fee ₱192 through this link: http://parcel-release-ph.com.,1
"Clinic: Your appointment is scheduled on Feb 17, 10:00 AM.",0
Lazada: Your package has arrived at our facility and will be delivered soon.,0
GCash Alert: We detected a problem sa account mo. Send your OTP now to avoid permanent lock.,1
Special gov assistance: ₱40472 ready for you. Confirm via OTP reply.,1
School Advisory: No classes tomorrow due to weather conditions.,0
Bank Reminder: Please update your contact information at the nearest branch.,0
Your Converge reward is waiting. Enter the code you received to claim it now.,1
You can withdraw ₱48014 now. Send verification code to proceed.,1
Smart: Your promo is now active and valid until Feb 16.,0
GCash: Do not share your OTP or MPIN with anyone. Official channels will never ask for it.,0
You qualify for DSWD ayuda worth ₱29033. Confirm by replying with your GCash OTP.,1
You have unclaimed remittance of ₱40426. Send your OTP to receive the money.,1
GCash: Do not share your OTP or MPIN with anyone. Official channels will never ask for it.,0
Shopee: Your order has been shipped. Tracking number: PKG2201.,0
GCash: Do not share your OTP or MPIN with anyone. Official channels will never ask for it.,0
Pag-IBIG: We received your housing loan application.,0
Customs: Your package is on hold. Pay clearance fee ₱1233 through this link: http://claim-reward-ph.com.,1
LBC: Your parcel is out for delivery today.,0
GCash: Do not share your OTP or MPIN with anyone. Official channels will never ask for it.,0
Security Alert: Suspicious login detected. Reply with the 6-digit code to secure your account.,1
GCash: Do not share your OTP or MPIN with anyone. Official channels will never ask for it.,0
GCash: Do not share your OTP or MPIN with anyone. Official channels will never ask for it.,0
You can withdraw ₱2023 now. Send verification code to proceed.,1
Security Bank: Your OTP is 600601. Do NOT share this with anyone.,0
Congrats! Your number won ₱41032. Send the 6-digit code you received to claim your prize.,1
Congrats! Your number won ₱5399. Send the 6-digit code you received to claim your prize.,1
PhilHealth: Policy updates effective next month. Visit official site for details.,0
You qualify for DSWD ayuda worth ₱19905. Confirm by replying with your GCash OTP.,1
Smart: Your promo is now active and valid until Feb 23.,0
You qualify for DSWD ayuda worth ₱32542. Confirm by replying with your GCash OTP.,1
Globe: Load of ₱3693 successfully credited.,0
Pag-IBIG: We received your housing loan application.,0
GCash Alert: We detected a problem sa account mo. Send your OTP now to avoid permanent lock.,1
Pag-IBIG: We received your housing loan application.,0
Investment chance! Double your money today. Join VIP group by paying ₱1229 via GCash.,1
GCash: Do not share your OTP or MPIN with anyone. Official channels will never ask for it.,0
Lazada: Your package has arrived at our facility and will be delivered soon.,0
Parcel held by customs. Pay ₱1083 via GCash using this link: http://secure-ph.com to release your package.,1
Lazada: Your package has arrived at our facility and will be delivered soon.,0
Landbank Security: Your account is frozen. Reply with the OTP you received to unlock immediately.,1
Special gov assistance: ₱16728 ready for you. Confirm via OTP reply.,1
LBC: Your parcel is out for delivery today.,0
Investment chance! Double your money today. Join VIP group by paying ₱142 via GCash.,1
Lazada: Your package has arrived at our facility and will be delivered soon.,0
PhilHealth: Policy updates effective next month. Visit official site for details.,0
You have unclaimed remittance of ₱47304. Send your OTP to receive the money.,1
Shopee: Your order has been shipped. Tracking number: TRX9320.,0
Lazada: Your package has arrived at our facility and will be delivered soon.,0
Lazada: Your package has arrived at our facility and will be delivered soon.,0
Parcel held by customs. Pay ₱293 via GCash using this link: http://verify-ph.com to release your package.,1
Your SIM will be deactivated in 24 hours. Send the OTP now to keep your number active.,1
J&T Express: Rider is on the way. Please keep your phone active.,0
PhilHealth: Policy updates effective next month. Visit official site for details.,0
You qualify for DSWD ayuda worth ₱13563. Confirm by replying with your GCash OTP.,1
Metrobank: Your OTP is 135020. Do NOT share this with anyone.,0
Meralco eBill: Statement ready. Amount due: ₱4123.,0
Your PLDT reward is waiting. Enter the code you received to claim it now.,1
Customs: Your package is on hold. Pay clearance fee ₱117 through this link: http://secure-ph.com.,1
J&T Express: Rider is on the way. Please keep your phone active.,0
Smart: Your promo is now active and valid until Feb 12.,0
Exclusive earnings opportunity! Pay ₱658 to access secret trading group.,1
Landbank Security: Your account is frozen. Reply with the OTP you received to unlock immediately.,1
J&T Express: Rider is on the way. Please keep your phone active.,0
Facebook: Your account will be disabled. Verify now at http://parcel-release-ph.com and provide your login code.,1
Lazada: Your package has arrived at our facility and will be delivered soon.,0
Shopee: Your order has been shipped. Tracking number: INV8473.,0
Special gov assistance: ₱3918 ready for you. Confirm via OTP reply.,1
You have unclaimed remittance of ₱30224. Send your OTP to receive the money.,1
Exclusive earnings opportunity! Pay ₱995 to access secret trading group.,1
Your PayPal account is restricted. Click http://verify-ph.com and enter your OTP to restore access.,1
GCash: Do not share your OTP or MPIN with anyone. Official channels will never ask for it.,0
Bank Reminder: Please update your contact information at the nearest branch.,0
Shopee: Your order has been shipped. Tracking number: TRX9320.,0
J&T Express: Rider is on the way. Please keep your phone active.,0
BPI: Your OTP is 306813. Do NOT share this with anyone.,0
Your GCash reward is waiting. Enter the code you received to claim it now.,1
GCash Alert: We detected a problem sa account mo. Send your OTP now to avoid permanent lock.,1
Work abroad in Canada! Pay processing fee ₱701 via GCash to reserve your slot.,1
Your SIM will be deactivated in 24 hours. Send the OTP now to keep your number active.,1
"GCash Reversal: To cancel unauthorized transaction, reply with the OTP you just received.",1
You have unclaimed remittance of ₱37025. Send your OTP to receive the money.,1
"Clinic: Your appointment is scheduled on Feb 12, 10:00 AM.",0
Smart: Temporary service interruption in your area. Our team is working to restore it.,0
J&T Express: Rider is on the way. Please keep your phone active.,0
GCash Alert: We detected a problem sa account mo. Send your OTP now to avoid permanent lock.,1
"GCash Reversal: To cancel unauthorized transaction, reply with the OTP you just received.",1
Bank notice: We will deduct ₱1275 if you fail to send your OTP for verification.,1
You have unclaimed remittance of ₱48241. Send your OTP to receive the money.,1
Meralco eBill: Statement ready. Amount due: ₱1484.,0
Work abroad in Canada! Pay processing fee ₱228 via GCash to reserve your slot.,1
Meralco: Your bill of ₱2820 is due on Feb 6. Please pay on time to avoid disconnection.,0
J&T Express: Rider is on the way. Please keep your phone active.,0
Converge: Temporary service interruption in your area. Our team is working to restore it.,0
Your SIM will be deactivated in 24 hours. Send the OTP now to keep your number active.,1
Exclusive earnings opportunity! Pay ₱991 to access secret trading group.,1
Shopee: Your order has been shipped. Tracking number: A48293.,0
"GCash Reversal: To cancel unauthorized transaction, reply with the OTP you just received.",1
Investment chance! Double your money today. Join VIP group by paying ₱1369 via GCash.,1
GCash Alert: We detected a problem sa account mo. Send your OTP now to avoid permanent lock.,1
Meralco eBill: Statement ready. Amount due: ₱777.,0
Converge: Your bill of ₱521 is due on Feb 15. Please pay on time to avoid disconnection.,0
You have unclaimed remittance of ₱28423. Send your OTP to receive the money.,1
GCash Alert: We detected a problem sa account mo. Send your OTP now to avoid permanent lock.,1
Customs: Your package is on hold. Pay clearance fee ₱737 through this link: http://claim-reward-ph.com.,1
"Clinic: Your appointment is scheduled on Feb 22, 10:00 AM.",0
GCash Alert: We detected a problem sa account mo. Send your OTP now to avoid permanent lock.,1
LBC: Your parcel is out for delivery today.,0
Pag-IBIG: We received your housing loan application.,0
Work abroad in Canada! Pay processing fee ₱778 via GCash to reserve your slot.,1
Smart: Your promo is now active and valid until Feb 20.,0
GCash: Money sent ₱4824 to Juan Dela Cruz. Ref: TRX9320.,0
Customs: Your package is on hold. Pay clearance fee ₱923 through this link: http://claim-reward-ph.com.,1
GCash Alert: We detected a problem sa account mo. Send your OTP now to avoid permanent lock.,1
Bank Reminder: Please update your contact information at the nearest branch.,0
"BDO: To confirm ownership, reply with PIN and OTP now.",1
GCash: Do not share your OTP or MPIN with anyone. Official channels will never ask for it.,0
Your PLDT reward is waiting. Enter the code you received to claim it now.,1
School Advisory: No classes tomorrow due to weather conditions.,0
Smart: Payment received. Amount: ₱96.,0
PhilHealth: Policy updates effective next month. Visit official site for details.,0
You have unclaimed remittance of ₱11786. Send your OTP to receive the money.,1
LBC: Your parcel is out for delivery today.,0
Meralco eBill: Statement ready. Amount due: ₱977.,0
J&T Express: Rider is on the way. Please keep your phone active.,0
GCash: Money sent ₱1692 to Juan Dela Cruz. Ref: ORD5521.,0
Facebook: Your account will be disabled. Verify now at http://secure-ph.com and provide your login code.,1
You qualify for DSWD ayuda worth ₱6129. Confirm by replying with your GCash OTP.,1
Security Bank Security: Your account is frozen. Reply with the OTP you received to unlock immediately.,1
Your Converge reward is waiting. Enter the code you received to claim it now.,1
Your PayPal account is restricted. Click http://secure-ph.com and enter your OTP to restore access.,1
Bank Reminder: Please update your contact information at the nearest branch.,0
Facebook: Your account will be disabled. Verify now at http://parcel-release-ph.com and provide your login code.,1
GCash: Do not share your OTP or MPIN with anyone. Official channels will never ask for it.,0
Pag-IBIG: We received your housing loan application.,0
Your PayPal account is restricted. Click http://verify-ph.com and enter your OTP to restore access.,1
Bank Reminder: Please update your contact information at the nearest branch.,0
Shopee: Your order has been shipped. Tracking number: TRX9320.,0
You qualify for DSWD ayuda worth ₱36376. Confirm by replying with your GCash OTP.,1
Security Alert: Suspicious login detected. Reply with the 6-digit code to secure your account.,1
Customs: Your package is on hold. Pay clearance fee ₱520 through this link: http://secure-ph.com.,1
Security Alert: Suspicious login detected. Reply with the 6-digit code to secure your account.,1
Meralco: Your bill of ₱3322 is due on Feb 20. Please pay on time to avoid disconnection.,0
Smart: Your promo is now active and valid until Feb 18.,0
Company HR: Your interview is confirmed on Feb 19 at 2:00 PM.,0
J&T Express: Rider is on the way. Please keep your phone active.,0
Bank notice: We will deduct ₱526 if you fail to send your OTP for verification.,1
GCash Alert: We detected a problem sa account mo. Send your OTP now to avoid permanent lock.,1
Smart: Your promo is now active and valid until Feb 23.,0
Pag-IBIG: We received your housing loan application.,0
GCash: Do not share your OTP or MPIN with anyone. Official channels will never ask for it.,0
Shopee: Your order has been shipped. Tracking number: ORD5521.,0
GCash: Temporary service interruption in your area. Our team is working to restore it.,0
"GCash Reversal: To cancel unauthorized transaction, reply with the OTP you just received.",1
J&T Express: Rider is on the way. Please keep your phone active.,0
GCash Alert: We detected a problem sa account mo. Send your OTP now to avoid permanent lock.,1
Bank Reminder: Please update your contact information at the nearest branch.,0
Security Bank Security: Your account is frozen. Reply with the OTP you received to unlock immediately.,1
BPI: Your payment of ₱590 has been posted. Thank you.,0
Facebook: Your account will be disabled. Verify now at http://verify-ph.com and provide your login code.,1
Security Alert: Suspicious login detected. Reply with the 6-digit code to secure your account.,1
Customs: Your package is on hold. Pay clearance fee ₱1438 through this link: http://claim-reward-ph.com.,1
Congrats! Your number won ₱20736. Send the 6-digit code you received to claim your prize.,1
GCash Alert: We detected a problem sa account mo. Send your OTP now to avoid permanent lock.,1
Your PayPal account is restricted. Click http://claim-reward-ph.com and enter your OTP to restore access.,1
Customs: Your package is on hold. Pay clearance fee ₱123 through this link: http://secure-ph.com.,1
Facebook: Your account will be disabled. Verify now at http://parcel-release-ph.com and provide your login code.,1
Smart: Your promo is now active and valid until Feb 13.,0
GCash Alert: We detected a problem sa account mo. Send your OTP now to avoid permanent lock.,1
Globe: Temporary service interruption in your area. Our team is working to restore it.,0
"BDO: To confirm ownership, reply with PIN and OTP now.",1
You have unclaimed remittance of ₱28567. Send your OTP to receive the money.,1
Customs: Your package is on hold. Pay clearance fee ₱1112 through this link: http://claim-reward-ph.com.,1
Globe: Load of ₱4314 successfully credited.,0
Bank notice: We will deduct ₱1298 if you fail to send your OTP for verification.,1
You qualify for DSWD ayuda worth ₱39449. Confirm by replying with your GCash OTP.,1
Globe: Load of ₱4956 successfully credited.,0
Smart: Your promo is now active and valid until Feb 26.,0
Globe: Temporary service interruption in your area. Our team is working to restore it.,0
School Advisory: No classes tomorrow due to weather conditions.,0
"GCash Reversal: To cancel unauthorized transaction, reply with the OTP you just received.",1
Security Alert: Suspicious login detected. Reply with the 6-digit code to secure your account.,1
J&T Express: Rider is on the way. Please keep your phone active.,0
Facebook: Your account will be disabled. Verify now at http://verify-ph.com and provide your login code.,1
You can withdraw ₱10063 now. Send verification code to proceed.,1
"GCash Reversal: To cancel unauthorized transaction, reply with the OTP you just received.",1
Lazada: Your package has arrived at our facility and will be delivered soon.,0
GCash: Do not share your OTP or MPIN with anyone. Official channels will never ask for it.,0
Smart: Your promo is now active and valid until Feb 6.,0
GCash: Do not share your OTP or MPIN with anyone. Official channels will never ask for it.,0
Pag-IBIG: We received your housing loan application.,0
Globe: Payment received. Amount: ₱4707.,0
Facebook: Your account will be disabled. Verify now at http://secure-ph.com and provide your login code.,1
"GCash Reversal: To cancel unauthorized transaction, reply with the OTP you just received.",1
"Clinic: Your appointment is scheduled on Feb 9, 10:00 AM.",0
GCash: Do not share your OTP or MPIN with anyone. Official channels will never ask for it.,0
PhilHealth: Policy updates effective next month. Visit official site for details.,0
Pag-IBIG: We received your housing loan application.,0
Globe: Your bill of ₱4650 is due on Feb 24. Please pay on time to avoid disconnection.,0
Meralco eBill: Statement ready. Amount due: ₱1556.,0
GCash: Money sent ₱3072 to Pedro Reyes. Ref: PKG2201.,0
Your SIM will be deactivated in 24 hours. Send the OTP now to keep your number active.,1
You have unclaimed remittance of ₱17823. Send your OTP to receive the money.,1
You have unclaimed remittance of ₱44272. Send your OTP to receive the money.,1
Smart: Your promo is now active and valid until Feb 26.,0
GCash: Do not share your OTP or MPIN with anyone. Official channels will never ask for it.,0
You can withdraw ₱37532 now. Send verification code to proceed.,1
Exclusive earnings opportunity! Pay ₱1040 to access secret trading group.,1
Your Meralco reward is waiting. Enter the code you received to claim it now.,1
Globe: Your bill of ₱3388 is due on Feb 28. Please pay on time to avoid disconnection.,0
PLDT: Your bill of ₱3467 is due on Feb 17. Please pay on time to avoid disconnection.,0
PhilHealth: Policy updates effective next month. Visit official site for details.,0
Bank notice: We will deduct ₱846 if you fail to send your OTP for verification.,1
Meralco eBill: Statement ready. Amount due: ₱2219.,0
LBC: Your parcel is out for delivery today.,0
Investment chance! Double your money today. Join VIP group by paying ₱698 via GCash.,1
Facebook: Your account will be disabled. Verify now at http://secure-ph.com and provide your login code.,1
GCash: Money sent ₱4175 to Maria Santos. Ref: ORD5521.,0
BDO: Your payment of ₱1742 has been posted. Thank you.,0
Smart: Your promo is now active and valid until Feb 6.,0
GCash: Money sent ₱1059 to Ana Lopez. Ref: PKG2201.,0
"GCash Reversal: To cancel unauthorized transaction, reply with the OTP you just received.",1
BPI: Your payment of ₱2940 has been posted. Thank you.,0
GCash: Temporary service interruption in your area. Our team is working to restore it.,0
GCash: Do not share your OTP or MPIN with anyone. Official channels will never ask for it.,0
You can withdraw ₱7788 now. Send verification code to proceed.,1
GCash: Do not share your OTP or MPIN with anyone. Official channels will never ask for it.,0
J&T Express: Rider is on the way. Please keep your phone active.,0
You qualify for DSWD ayuda worth ₱48819. Confirm by replying with your GCash OTP.,1
GCash: Temporary service interruption in your area. Our team is working to restore it.,0
Pag-IBIG: We received your housing loan application.,0
You can withdraw ₱8119 now. Send verification code to proceed.,1
Globe: Your bill of ₱3027 is due on Feb 16. Please pay on time to avoid disconnection.,0
Globe: Payment received. Amount: ₱217.,0
