text,label
Shopee: Your order has been shipped. Tracking number: A48293.,0
Security Bank Security: Your account is frozen. Reply with the OTP you received to unlock immediately.,1
J&T Express: Rider is on the way. Please keep your phone active.,0
Meralco: Temporary service interruption in your area. Our team is working to restore it.,0
Globe: Payment received. Amount: ₱1929.,0
Your SIM will be deactivated in 24 hours. Send the OTP now to keep your number active.,1
J&T Express: Rider is on the way. Please keep your phone active.,0
"GCash Reversal: To cancel unauthorized transaction, reply with the OTP you just received.",1
Exclusive earnings opportunity! Pay ₱1483 to access secret trading group.,1
Shopee: Your order has been shipped. Tracking number: ORD5521.,0
Bank Reminder: Please update your contact information at the nearest branch.,0
GCash: Money sent ₱3994 to Ana Lopez. Ref: A48293.,0
Congrats! Your number won ₱28970. Send the 6-digit code you received to claim your prize.,1
Your Meralco reward is waiting. Enter the code you received to claim it now.,1
Lazada: Your package has arrived at our facility and will be delivered soon.,0
Work abroad in Canada! Pay processing fee ₱1013 via GCash to reserve your slot.,1
Lazada: Your package has arrived at our facility and will be delivered soon.,0
Security Alert: Suspicious login detected. Reply with the 6-digit code to secure your account.,1
J&T Express: Rider is on the way. Please keep your phone active.,0
Landbank: Your payment of ₱2087 has been posted. Thank you.,0
LBC: Your parcel is out for delivery today.,0
Facebook: Your account will be disabled. Verify now at http://verify-ph.com and provide your login code.,1
You can withdraw ₱7788 now. Send verification code to proceed.,1
GCash: Do not share your OTP or MPIN with anyone. Official channels will never ask for it.,0
Company HR: Your interview is confirmed on Feb 14 at 2:00 PM.,0
Security Bank: Your payment of ₱2936 has been posted. Thank you.,0
"BDO: To confirm ownership, reply with PIN and OTP now.",1
GCash Alert: We detected a problem sa account mo. Send your OTP now to avoid permanent lock.,1
Customs: Your package is on hold. Pay clearance fee ₱350 through this link: http://claim-reward-ph.com.,1
Special gov assistance: ₱26292 ready for you. Confirm via OTP reply.,1
Your SIM will be deactivated in 24 hours. Send the OTP now to keep your number active.,1
Your Smart reward is waiting. Enter the code you received to claim it now.,1
You can withdraw ₱48014 now. Send verification code to proceed.,1
"BDO: To confirm ownership, reply with PIN and OTP now.",1
Bank Reminder: Please update your contact information at the nearest branch.,0
Congrats! Your number won ₱5399. Send the 6-digit code you received to claim your prize.,1
BDO Security: Your account is frozen. Reply with the OTP you received to unlock immediately.,1
BPI: Your payment of ₱3601 has been posted. Thank you.,0
Your PLDT reward is waiting. Enter the code you received to claim it now.,1
Parcel held by customs. Pay ₱176 via GCash using this link: http://parcel-release-ph.com to release your package.,1
Globe: Load of ₱3892 successfully credited.,0
Exclusive earnings opportunity! Pay ₱268 to access secret trading group.,1
BDO Security: Your account is frozen. Reply with the OTP you received to unlock immediately.,1
Your PayPal account is restricted. Click http://claim-reward-ph.com and enter your OTP to restore access.,1
You can withdraw ₱2023 now. Send verification code to proceed.,1
You can withdraw ₱20732 now. Send verification code to proceed.,1
Customs: Your package is on hold. Pay clearance fee ₱472 through this link: http://claim-reward-ph.com.,1
Shopee: Your order has been shipped. Tracking number: TRX9320.,0
Customs: Your package is on hold. Pay clearance fee ₱123 through this link: http://secure-ph.com.,1
"Clinic: Your appointment is scheduled on Feb 22, 10:00 AM.",0
Company HR: Your interview is confirmed on Feb 12 at 2:00 PM.,0
GCash: Do not share your OTP or MPIN with anyone. Official channels will never ask for it.,0
J&T Express: Rider is on the way. Please keep your phone active.,0
Smart: Your promo is now active and valid until Feb 25.,0
GCash Alert: We detected a problem sa account mo. Send your OTP now to avoid permanent lock.,1
Special gov assistance: ₱20862 ready for you. Confirm via OTP reply.,1
Your SIM will be deactivated in 24 hours. Send the OTP now to keep your number active.,1
Bank notice: We will deduct ₱811 if you fail to send your OTP for verification.,1
GCash: Money sent ₱1026 to Maria Santos. Ref: PKG2201.,0
You have unclaimed remittance of ₱16018. Send your OTP to receive the money.,1
LBC: Your parcel is out for delivery today.,0
Meralco eBill: Statement ready. Amount due: ₱1760.,0
GCash: Do not share your OTP or MPIN with anyone. Official channels will never ask for it.,0
You qualify for DSWD ayuda worth ₱35602. Confirm by replying with your GCash OTP.,1
Work abroad in Canada! Pay processing fee ₱552 via GCash to reserve your slot.,1
Customs: Your package is on hold. Pay clearance fee ₱681 through this link: http://verify-ph.com.,1
"GCash Reversal: To cancel unauthorized transaction, reply with the OTP you just received.",1
"GCash Reversal: To cancel unauthorized transaction, reply with the OTP you just received.",1
You have unclaimed remittance of ₱40631. Send your OTP to receive the money.,1
You qualify for DSWD ayuda worth ₱13204. Confirm by replying with your GCash OTP.,1
Your Converge reward is waiting. Enter the code you received to claim it now.,1
PhilHealth: Policy updates effective next month. Visit official site for details.,0
Bank notice: We will deduct ₱761 if you fail to send your OTP for verification.,1
PLDT: Payment received. Amount: ₱2369.,0
GCash: Do not share your OTP or MPIN with anyone. Official channels will never ask for it.,0
Metrobank: Your payment of ₱4714 has been posted. Thank you.,0
GCash: Money sent ₱2084 to Ana Lopez. Ref: TRX9320.,0
Congrats! Your number won ₱44036. Send the 6-digit code you received to claim your prize.,1
Facebook: Your account will be disabled. Verify now at http://claim-reward-ph.com and provide your login code.,1
Special gov assistance: ₱40141 ready for you. Confirm via OTP reply.,1
Meralco eBill: Statement ready. Amount due: ₱1484.,0
You have unclaimed remittance of ₱28567. Send your OTP to receive the money.,1
Investment chance! Double your money today. Join VIP group by paying ₱1097 via GCash.,1
Pag-IBIG: We received your housing loan application.,0
Meralco: Temporary service interruption in your area. Our team is working to restore it.,0
"BDO: To confirm ownership, reply with PIN and OTP now.",1
Exclusive earnings opportunity! Pay ₱394 to access secret trading group.,1
Meralco eBill: Statement ready. Amount due: ₱2589.,0
BPI: Your payment of ₱3616 has been posted. Thank you.,0
Company HR: Your interview is confirmed on Feb 11 at 2:00 PM.,0
Pag-IBIG: We received your housing loan application.,0
Investment chance! Double your money today. Join VIP group by paying ₱1105 via GCash.,1
GCash: Money sent ₱3110 to Pedro Reyes. Ref: INV8473.,0
GCash Alert: We detected a problem sa account mo. Send your OTP now to avoid permanent lock.,1
Smart: Your promo is now active and valid until Feb 14.,0
Congrats! Your number won ₱10243. Send the 6-digit code you received to claim your prize.,1
You have unclaimed remittance of ₱45968. Send your OTP to receive the money.,1
"Clinic: Your appointment is scheduled on Feb 19, 10:00 AM.",0
Globe: Your bill of ₱3393 is due on Feb 7. Please pay on time to avoid disconnection.,0
"Clinic: Your appointment is scheduled on Feb 23, 10:00 AM.",0
BDO: Your payment of ₱3946 has been posted. Thank you.,0
Meralco eBill: Statement ready. Amount due: ₱2781.,0
PhilHealth: Policy updates effective next month. Visit official site for details.,0
Converge: Payment received. Amount: ₱3830.,0
Meralco: Payment received. Amount: ₱1250.,0
GCash: Do not share your OTP or MPIN with anyone. Official channels will never ask for it.,0
"Clinic: Your appointment is scheduled on Feb 12, 10:00 AM.",0
GCash Alert: We detected a problem sa account mo. Send your OTP now to avoid permanent lock.,1
J&T Express: Rider is on the way. Please keep your phone active.,0
Bank Reminder: Please update your contact information at the nearest branch.,0
PhilHealth: Policy updates effective next month. Visit official site for details.,0
Special gov assistance: ₱22519 ready for you. Confirm via OTP reply.,1
Landbank: Your OTP is 879749. Do NOT share this with anyone.,0
PhilHealth: Policy updates effective next month. Visit official site for details.,0
GCash: Money sent ₱1242 to Juan Dela Cruz. Ref: PKG2201.,0
Congrats! Your number won ₱36969. Send the 6-digit code you received to claim your prize.,1
You can withdraw ₱11204 now. Send verification code to proceed.,1
PLDT: Your bill of ₱3132 is due on Feb 9. Please pay on time to avoid disconnection.,0
Meralco eBill: Statement ready. Amount due: ₱2022.,0
You qualify for DSWD ayuda worth ₱39449. Confirm by replying with your GCash OTP.,1
PLDT: Temporary service interruption in your area. Our team is working to restore it.,0
Investment chance! Double your money today. Join VIP group by paying ₱1078 via GCash.,1
Facebook: Your account will be disabled. Verify now at http://verify-ph.com and provide your login code.,1
Shopee: Your order has been shipped. Tracking number: ORD5521.,0
GCash: Do not share your OTP or MPIN with anyone. Official channels will never ask for it.,0
"BDO: To confirm ownership, reply with PIN and OTP now.",1
Bank notice: We will deduct ₱843 if you fail to send your OTP for verification.,1
J&T Express: Rider is on the way. Please keep your phone active.,0
"Clinic: Your appointment is scheduled on Feb 20, 10:00 AM.",0
J&T Express: Rider is on the way. Please keep your phone active.,0
Security Alert: Suspicious login detected. Reply with the 6-digit code to secure your account.,1
LBC: Your parcel is out for delivery today.,0
Your SIM will be deactivated in 24 hours. Send the OTP now to keep your number active.,1
Pag-IBIG: We received your housing loan application.,0
School Advisory: No classes tomorrow due to weather conditions.,0
"GCash Reversal: To cancel unauthorized transaction, reply with the OTP you just received.",1
Customs: Your package is on hold. Pay clearance fee ₱245 through this link: http://secure-ph.com.,1
Special gov assistance: ₱3528 ready for you. Confirm via OTP reply.,1
Facebook: Your account will be disabled. Verify now at http://parcel-release-ph.com and provide your login code.,1
You qualify for DSWD ayuda worth ₱47022. Confirm by replying with your GCash OTP.,1
PLDT: Your bill of ₱2894 is due on Feb 24. Please pay on time to avoid disconnection.,0
Exclusive earnings opportunity! Pay ₱590 to access secret trading group.,1
Lazada: Your package has arrived at our facility and will be delivered soon.,0
"GCash Reversal: To cancel unauthorized transaction, reply with the OTP you just received.",1
Meralco: Payment received. Amount: ₱1603.,0
J&T Express: Rider is on the way. Please keep your phone active.,0
Shopee: Your order has been shipped. Tracking number: INV8473.,0
Security Alert: Suspicious login detected. Reply with the 6-digit code to secure your account.,1
Company HR: Your interview is confirmed on Feb 24 at 2:00 PM.,0
GCash: Temporary service interruption in your area. Our team is working to restore it.,0
Bank notice: We will deduct ₱1377 if you fail to send your OTP for verification.,1
Customs: Your package is on hold. Pay clearance fee ₱948 through this link: http://verify-ph.com.,1
Work abroad in Canada! Pay processing fee ₱610 via GCash to reserve your slot.,1
Special gov assistance: ₱4305 ready for you. Confirm via OTP reply.,1
PLDT: Temporary service interruption in your area. Our team is working to restore it.,0
You qualify for DSWD ayuda worth ₱15332. Confirm by replying with your GCash OTP.,1
"Clinic: Your appointment is scheduled on Feb 5, 10:00 AM.",0
You have unclaimed remittance of ₱41243. Send your OTP to receive the money.,1
BPI: Your payment of ₱813 has been posted. Thank you.,0
LBC: Your parcel is out for delivery today.,0
Work abroad in Canada! Pay processing fee ₱1006 via GCash to reserve your slot.,1
"GCash Reversal: To cancel unauthorized transaction, reply with the OTP you just received.",1
Congrats! Your number won ₱36661. Send the 6-digit code you received to claim your prize.,1
Lazada: Your package has arrived at our facility and will be delivered soon.,0
Congrats! Your number won ₱3080. Send the 6-digit code you received to claim your prize.,1
LBC: Your parcel is out for delivery today.,0
Bank Reminder: Please update your contact information at the nearest branch.,0
PhilHealth: Policy updates effective next month. Visit official site for details.,0
Facebook: Your account will be disabled. Verify now at http://claim-reward-ph.com and provide your login code.,1
"BDO: To confirm ownership, reply with PIN and OTP now.",1
Meralco: Temporary service interruption in your area. Our team is working to restore it.,0
Your SIM will be deactivated in 24 hours. Send the OTP now to keep your number active.,1
Smart: Your bill of ₱3014 is due on Feb 20. Please pay on time to avoid disconnection.,0
Security Alert: Suspicious login detected. Reply with the 6-digit code to secure your account.,1
Company HR: Your interview is confirmed on Feb 14 at 2:00 PM.,0
PLDT: Payment received. Amount: ₱58.,0
Congrats! Your number won ₱20546. Send the 6-digit code you received to claim your prize.,1
Lazada: Your package has arrived at our facility and will be delivered soon.,0
Customs: Your package is on hold. Pay clearance fee ₱923 through this link: http://claim-reward-ph.com.,1
Work abroad in Canada! Pay processing fee ₱1380 via GCash to reserve your slot.,1
Your SIM will be deactivated in 24 hours. Send the OTP now to keep your number active.,1
Work abroad in Canada! Pay processing fee ₱171 via GCash to reserve your slot.,1
LBC: Your parcel is out for delivery today.,0
Smart: Your promo is now active and valid until Feb 11.,0
Special gov assistance: ₱20674 ready for you. Confirm via OTP reply.,1
Bank notice: We will deduct ₱1496 if you fail to send your OTP for verification.,1
Bank notice: We will deduct ₱169 if you fail to send your OTP for verification.,1
Pag-IBIG: We received your housing loan application.,0
Shopee: Your order has been shipped. Tracking number: TRX9320.,0
Globe: Your bill of ₱3135 is due on Feb 9. Please pay on time to avoid disconnection.,0
Special gov assistance: ₱45063 ready for you. Confirm via OTP reply.,1
Your PayPal account is restricted. Click http://claim-reward-ph.com and enter your OTP to restore access.,1
Lazada: Your package has arrived at our facility and will be delivered soon.,0
Meralco eBill: Statement ready. Amount due: ₱2106.,0
Facebook: Your account will be disabled. Verify now at http://claim-reward-ph.com and provide your login code.,1
Bank notice: We will deduct ₱627 if you fail to send your OTP for verification.,1
Company HR: Your interview is confirmed on Feb 22 at 2:00 PM.,0
Exclusive earnings opportunity! Pay ₱1382 to access secret trading group.,1
GCash Alert: We detected a problem sa account mo. Send your OTP now to avoid permanent lock.,1
You can withdraw ₱12684 now. Send verification code to proceed.,1
Congrats! Your number won ₱33285. Send the 6-digit code you received to claim your prize.,1
GCash: Do not share your OTP or MPIN with anyone. Official channels will never ask for it.,0
Facebook: Your account will be disabled. Verify now at http://parcel-release-ph.com and provide your login code.,1
"GCash Reversal: To cancel unauthorized transaction, reply with the OTP you just received.",1
You have unclaimed remittance of ₱20837. Send your OTP to receive the money.,1
"BDO: To confirm ownership, reply with PIN and OTP now.",1
Special gov assistance: ₱26641 ready for you. Confirm via OTP reply.,1
Meralco eBill: Statement ready. Amount due: ₱3551.,0
Exclusive earnings opportunity! Pay ₱1070 to access secret trading group.,1
"GCash Reversal: To cancel unauthorized transaction, reply with the OTP you just received.",1
"GCash Reversal: To cancel unauthorized transaction, reply with the OTP you just received.",1
Company HR: Your interview is confirmed on Feb 21 at 2:00 PM.,0
Customs: Your package is on hold. Pay clearance fee ₱1438 through this link: http://claim-reward-ph.com.,1
School Advisory: No classes tomorrow due to weather conditions.,0
Globe: Load of ₱722 successfully credited.,0
Facebook: Your account will be disabled. Verify now at http://parcel-release-ph.com and provide your login code.,1
Company HR: Your interview is confirmed on Feb 28 at 2:00 PM.,0
Shopee: Your order has been shipped. Tracking number: PKG2201.,0
Shopee: Your order has been shipped. Tracking number: PKG2201.,0
PhilHealth: Policy updates effective next month. Visit official site for details.,0
Globe: Load of ₱165 successfully credited.,0
Landbank Security: Your account is frozen. Reply with the OTP you received to unlock immediately.,1
Bank Reminder: Please update your contact information at the nearest branch.,0
Meralco eBill: Statement ready. Amount due: ₱1509.,0
LBC: Your parcel is out for delivery today.,0
"Clinic: Your appointment is scheduled on Feb 13, 10:00 AM.",0
Smart: Your bill of ₱1441 is due on Feb 21. Please pay on time to avoid disconnection.,0
GCash Alert: We detected a problem sa account mo. Send your OTP now to avoid permanent lock.,1
Bank Reminder: Please update your contact information at the nearest branch.,0
Company HR: Your interview is confirmed on Feb 28 at 2:00 PM.,0
Your SIM will be deactivated in 24 hours. Send the OTP now to keep your number active.,1
Pag-IBIG: We received your housing loan application.,0
"Clinic: Your appointment is scheduled on Feb 9, 10:00 AM.",0
GCash: Money sent ₱4709 to Pedro Reyes. Ref: ORD5521.,0
Investment chance! Double your money today. Join VIP group by paying ₱982 via GCash.,1
Smart: Payment received. Amount: ₱2143.,0
Investment chance! Double your money today. Join VIP group by paying ₱517 via GCash.,1
Exclusive earnings opportunity! Pay ₱400 to access secret trading group.,1
GCash Alert: We detected a problem sa account mo. Send your OTP now to avoid permanent lock.,1
Company HR: Your interview is confirmed on Feb 22 at 2:00 PM.,0
Exclusive earnings opportunity! Pay ₱124 to access secret trading group.,1
You can withdraw ₱48344 now. Send verification code to proceed.,1
Globe: Load of ₱932 successfully credited.,0
Converge: Payment received. Amount: ₱4684.,0
Your PayPal account is restricted. Click http://verify-ph.com and enter your OTP to restore access.,1
Lazada: Your package has arrived at our facility and will be delivered soon.,0
Smart: Your promo is now active and valid until Feb 28.,0
Investment chance! Double your money today. Join VIP group by paying ₱991 via GCash.,1
Facebook: Your account will be disabled. Verify now at http://parcel-release-ph.com and provide your login code.,1
GCash Alert: We detected a problem sa account mo. Send your OTP now to avoid permanent lock.,1
You qualify for DSWD ayuda worth ₱28273. Confirm by replying with your GCash OTP.,1
You can withdraw ₱28105 now. Send verification code to proceed.,1
Facebook: Your account will be disabled. Verify now at http://parcel-release-ph.com and provide your login code.,1
You have unclaimed remittance of ₱48241. Send your OTP to receive the money.,1
"Clinic: Your appointment is scheduled on Feb 6, 10:00 AM.",0
School Advisory: No classes tomorrow due to weather conditions.,0
BDO Security: Your account is frozen. Reply with the OTP you received to unlock immediately.,1
Bank Reminder: Please update your contact information at the nearest branch.,0
Smart: Your promo is now active and valid until Feb 10.,0
"GCash Reversal: To cancel unauthorized transaction, reply with the OTP you just received.",1
School Advisory: No classes tomorrow due to weather conditions.,0
Metrobank: Your payment of ₱2389 has been posted. Thank you.,0
Bank notice: We will deduct ₱474 if you fail to send your OTP for verification.,1
Lazada: Your package has arrived at our facility and will be delivered soon.,0
Your PayPal account is restricted. Click http://claim-reward-ph.com and enter your OTP to restore access.,1
GCash Alert: We detected a problem sa account mo. Send your OTP now to avoid permanent lock.,1
Meralco eBill: Statement ready. Amount due: ₱3553.,0
Parcel held by customs. Pay ₱723 via GCash using this link: http://parcel-release-ph.com to release your package.,1
"Clinic: Your appointment is scheduled on Feb 11, 10:00 AM.",0
Security Bank: Your OTP is 266377. Do NOT share this with anyone.,0
You can withdraw ₱27216 now. Send verification code to proceed.,1
Meralco: Your bill of ₱1923 is due on Feb 22. Please pay on time to avoid disconnection.,0
Congrats! Your number won ₱39918. Send the 6-digit code you received to claim your prize.,1
Work abroad in Canada! Pay processing fee ₱1374 via GCash to reserve your slot.,1
Bank Reminder: Please update your contact information at the nearest branch.,0
BDO: Your OTP is 658284. Do NOT share this with anyone.,0
You have unclaimed remittance of ₱10813. Send your OTP to receive the money.,1
Facebook: Your account will be disabled. Verify now at http://verify-ph.com and provide your login code.,1
Your Converge reward is waiting. Enter the code you received to claim it now.,1
Metrobank Security: Your account is frozen. Reply with the OTP you received to unlock immediately.,1
Bank notice: We will deduct ₱289 if you fail to send your OTP for verification.,1
Your SIM will be deactivated in 24 hours. Send the OTP now to keep your number active.,1
GCash: Do not share your OTP or MPIN with anyone. Official channels will never ask for it.,0
J&T Express: Rider is on the way. Please keep your phone active.,0
You qualify for DSWD ayuda worth ₱8924. Confirm by replying with your GCash OTP.,1
You qualify for DSWD ayuda worth ₱2958. Confirm by replying with your GCash OTP.,1
Your Meralco reward is waiting. Enter the code you received to claim it now.,1
"GCash Reversal: To cancel unauthorized transaction, reply with the OTP you just received.",1
Congrats! Your number won ₱38937. Send the 6-digit code you received to claim your prize.,1
Facebook: Your account will be disabled. Verify now at http://parcel-release-ph.com and provide your login code.,1
LBC: Your parcel is out for delivery today.,0
GCash: Do not share your OTP or MPIN with anyone. Official channels will never ask for it.,0
You qualify for DSWD ayuda worth ₱38207. Confirm by replying with your GCash OTP.,1
Converge: Payment received. Amount: ₱178.,0
Lazada: Your package has arrived at our facility and will be delivered soon.,0
GCash Alert: We detected a problem sa account mo. Send your OTP now to avoid permanent lock.,1
Bank Reminder: Please update your contact information at the nearest branch.,0
GCash: Money sent ₱270 to Maria Santos. Ref: ORD5521.,0
GCash Alert: We detected a problem sa account mo. Send your OTP now to avoid permanent lock.,1
PhilHealth: Policy updates effective next month. Visit official site for details.,0
Metrobank: Your OTP is 987175. Do NOT share this with anyone.,0
Work abroad in Canada! Pay processing fee ₱351 via GCash to reserve your slot.,1
PLDT: Temporary service interruption in your area. Our team is working to restore it.,0
Special gov assistance: ₱39732 ready for you. Confirm via OTP reply.,1
BPI: Your payment of ₱4370 has been posted. Thank you.,0
Security Alert: Suspicious login detected. Reply with the 6-digit code to secure your account.,1
Smart: Your promo is now active and valid until Feb 20.,0
Bank Reminder: Please update your contact information at the nearest branch.,0
Special gov assistance: ₱44504 ready for you. Confirm via OTP reply.,1
Pag-IBIG: We received your housing loan application.,0
Security Alert: Suspicious login detected. Reply with the 6-digit code to secure your account.,1
Your PayPal account is restricted. Click http://parcel-release-ph.com and enter your OTP to restore access.,1
Landbank Security: Your account is frozen. Reply with the OTP you received to unlock immediately.,1
GCash Alert: We detected a problem sa account mo. Send your OTP now to avoid permanent lock.,1
GCash: Money sent ₱3210 to Ana Lopez. Ref: INV8473.,0
GCash Alert: We detected a problem sa account mo. Send your OTP now to avoid permanent lock.,1
Converge: Temporary service interruption in your area. Our team is working to restore it.,0
Lazada: Your package has arrived at our facility and will be delivered soon.,0
GCash: Money sent ₱2231 to Pedro Reyes. Ref: ORD5521.,0
"Clinic: Your appointment is scheduled on Feb 9, 10:00 AM.",0
You can withdraw ₱26394 now. Send verification code to proceed.,1
Lazada: Your package has arrived at our facility and will be delivered soon.,0
Customs: Your package is on hold. Pay clearance fee ₱1233 through this link: http://claim-reward-ph.com.,1
You can withdraw ₱13506 now. Send verification code to proceed.,1
You can withdraw ₱25596 now. Send verification code to proceed.,1
Special gov assistance: ₱16728 ready for you. Confirm via OTP reply.,1
Special gov assistance: ₱26582 ready for you. Confirm via OTP reply.,1
Meralco eBill: Statement ready. Amount due: ₱1556.,0
Shopee: Your order has been shipped. Tracking number: ORD5521.,0
Security Alert: Suspicious login detected. Reply with the 6-digit code to secure your account.,1
PLDT: Your bill of ₱4830 is due on Feb 18. Please pay on time to avoid disconnection.,0
Your SIM will be deactivated in 24 hours. Send the OTP now to keep your number active.,1
Converge: Your bill of ₱3079 is due on Feb 10. Please pay on time to avoid disconnection.,0
Shopee: Your order has been shipped. Tracking number: PKG2201.,0
Globe: Load of ₱3599 successfully credited.,0
Special gov assistance: ₱37205 ready for you. Confirm via OTP reply.,1
Globe: Load of ₱4823 successfully credited.,0
Meralco: Temporary service interruption in your area. Our team is working to restore it.,0
Exclusive earnings opportunity! Pay ₱200 to access secret trading group.,1
Lazada: Your package has arrived at our facility and will be delivered soon.,0
Converge: Temporary service interruption in your area. Our team is working to restore it.,0
"BDO: To confirm ownership, reply with PIN and OTP now.",1
Bank notice: We will deduct ₱1275 if you fail to send your OTP for verification.,1
"Clinic: Your appointment is scheduled on Feb 26, 10:00 AM.",0
Parcel held by customs. Pay ₱1397 via GCash using this link: http://claim-reward-ph.com to release your package.,1
"GCash Reversal: To cancel unauthorized transaction, reply with the OTP you just received.",1
Company HR: Your interview is confirmed on Feb 23 at 2:00 PM.,0
Bank notice: We will deduct ₱260 if you fail to send your OTP for verification.,1
Investment chance! Double your money today. Join VIP group by paying ₱1022 via GCash.,1
Meralco eBill: Statement ready. Amount due: ₱777.,0
"BDO: To confirm ownership, reply with PIN and OTP now.",1
You can withdraw ₱26461 now. Send verification code to proceed.,1
Special gov assistance: ₱8690 ready for you. Confirm via OTP reply.,1
Congrats! Your number won ₱22599. Send the 6-digit code you received to claim your prize.,1
"BDO: To confirm ownership, reply with PIN and OTP now.",1
Security Alert: Suspicious login detected. Reply with the 6-digit code to secure your account.,1
